Total_Obs,Day_Obs,Date,Time,Heart.Rate,Max_70_perc
140995,1704,2025-07-03,04:39:53,50,136.5
140996,1705,2025-07-03,04:40:03,49,136.5
140997,1706,2025-07-03,04:40:18,49,136.5
140998,1707,2025-07-03,04:40:23,48,136.5
140999,1708,2025-07-03,04:40:38,48,136.5
141000,1709,2025-07-03,04:40:43,47,136.5
141001,1710,2025-07-03,04:40:53,48,136.5
141002,1711,2025-07-03,04:41:08,48,136.5
141003,1712,2025-07-03,04:41:23,49,136.5
141004,1713,2025-07-03,04:41:33,48,136.5
141005,1714,2025-07-03,04:41:38,49,136.5
141006,1715,2025-07-03,04:41:53,49,136.5
141007,1716,2025-07-03,04:42:08,49,136.5
141008,1717,2025-07-03,04:42:23,49,136.5
141009,1718,2025-07-03,04:42:38,49,136.5
141010,1719,2025-07-03,04:42:53,49,136.5
141011,1720,2025-07-03,04:43:08,49,136.5
141012,1721,2025-07-03,04:43:13,49,136.5
141013,1722,2025-07-03,04:43:28,49,136.5
141014,1723,2025-07-03,04:43:38,48,136.5
141015,1724,2025-07-03,04:43:53,48,136.5
141016,1725,2025-07-03,04:44:08,49,136.5
141017,1726,2025-07-03,04:44:23,49,136.5
141018,1727,2025-07-03,04:44:28,50,136.5
141019,1728,2025-07-03,04:44:33,49,136.5
141020,1729,2025-07-03,04:44:48,49,136.5
141021,1730,2025-07-03,04:44:53,48,136.5
141022,1731,2025-07-03,04:45:08,48,136.5
141023,1732,2025-07-03,04:45:23,48,136.5
141024,1733,2025-07-03,04:45:38,49,136.5
141025,1734,2025-07-03,04:45:43,48,136.5
141026,1735,2025-07-03,04:45:58,48,136.5
141027,1736,2025-07-03,04:46:13,48,136.5
141028,1737,2025-07-03,04:46:28,48,136.5
141029,1738,2025-07-03,04:46:33,50,136.5
141030,1739,2025-07-03,04:46:43,51,136.5
141031,1740,2025-07-03,04:46:58,51,136.5
141032,1741,2025-07-03,04:47:13,50,136.5
141033,1742,2025-07-03,04:47:28,50,136.5
141034,1743,2025-07-03,04:47:43,50,136.5
141035,1744,2025-07-03,04:47:58,50,136.5
141036,1745,2025-07-03,04:48:00,50,136.5
141037,1746,2025-07-03,04:48:05,49,136.5
141038,1747,2025-07-03,04:48:20,49,136.5
141039,1748,2025-07-03,04:48:35,49,136.5
141040,1749,2025-07-03,04:48:45,50,136.5
141041,1750,2025-07-03,04:49:00,51,136.5
141042,1751,2025-07-03,04:49:10,50,136.5
141043,1752,2025-07-03,04:49:25,49,136.5
141044,1753,2025-07-03,04:49:40,48,136.5
141045,1754,2025-07-03,04:49:50,49,136.5
141046,1755,2025-07-03,04:49:55,48,136.5
141047,1756,2025-07-03,04:50:10,48,136.5
141048,1757,2025-07-03,04:50:25,48,136.5
141049,1758,2025-07-03,04:50:35,49,136.5
141050,1759,2025-07-03,04:50:50,49,136.5
141051,1760,2025-07-03,04:51:05,49,136.5
141052,1761,2025-07-03,04:51:15,50,136.5
141053,1762,2025-07-03,04:51:30,50,136.5
141054,1763,2025-07-03,04:51:40,49,136.5
141055,1764,2025-07-03,04:51:45,48,136.5
141056,1765,2025-07-03,04:52:00,49,136.5
141057,1766,2025-07-03,04:52:15,49,136.5
141058,1767,2025-07-03,04:52:30,49,136.5
141059,1768,2025-07-03,04:52:45,49,136.5
141060,1769,2025-07-03,04:52:50,50,136.5
141061,1770,2025-07-03,04:53:05,50,136.5
141062,1771,2025-07-03,04:53:20,50,136.5
141063,1772,2025-07-03,04:53:25,50,136.5
141064,1773,2025-07-03,04:53:35,49,136.5
141065,1774,2025-07-03,04:53:50,49,136.5
141066,1775,2025-07-03,04:54:05,48,136.5
141067,1776,2025-07-03,04:54:20,49,136.5
141068,1777,2025-07-03,04:54:35,49,136.5
141069,1778,2025-07-03,04:54:40,50,136.5
141070,1779,2025-07-03,04:54:45,49,136.5
141071,1780,2025-07-03,04:55:00,50,136.5
141072,1781,2025-07-03,04:55:15,50,136.5
141073,1782,2025-07-03,04:55:25,49,136.5
141074,1783,2025-07-03,04:55:35,48,136.5
141075,1784,2025-07-03,04:55:50,49,136.5
141076,1785,2025-07-03,04:56:05,49,136.5
141077,1786,2025-07-03,04:56:15,48,136.5
141078,1787,2025-07-03,04:56:20,49,136.5
141079,1788,2025-07-03,04:56:35,49,136.5
141080,1789,2025-07-03,04:56:50,49,136.5
141081,1790,2025-07-03,04:57:05,49,136.5
141082,1791,2025-07-03,04:57:20,49,136.5
141083,1792,2025-07-03,04:57:35,48,136.5
141084,1793,2025-07-03,04:57:40,49,136.5
141085,1794,2025-07-03,04:57:55,49,136.5
141086,1795,2025-07-03,04:58:10,49,136.5
141087,1796,2025-07-03,04:58:25,49,136.5
141088,1797,2025-07-03,04:58:35,50,136.5
141089,1798,2025-07-03,04:58:40,49,136.5
141090,1799,2025-07-03,04:58:45,49,136.5
141091,1800,2025-07-03,04:58:50,48,136.5
141092,1801,2025-07-03,04:59:05,49,136.5
141093,1802,2025-07-03,04:59:10,50,136.5
141094,1803,2025-07-03,04:59:15,51,136.5
141095,1804,2025-07-03,04:59:25,50,136.5
141096,1805,2025-07-03,04:59:30,49,136.5
141097,1806,2025-07-03,04:59:45,49,136.5
141098,1807,2025-07-03,05:00:00,49,136.5
141099,1808,2025-07-03,05:00:05,47,136.5
141100,1809,2025-07-03,05:00:15,48,136.5
141101,1810,2025-07-03,05:00:20,48,136.5
141102,1811,2025-07-03,05:00:35,48,136.5
141103,1812,2025-07-03,05:00:40,76,136.5
141104,1813,2025-07-03,05:00:45,76,136.5
141105,1814,2025-07-03,05:00:50,73,136.5
141106,1815,2025-07-03,05:00:55,68,136.5
141107,1816,2025-07-03,05:01:00,60,136.5
141108,1817,2025-07-03,05:01:05,50,136.5
141109,1818,2025-07-03,05:01:10,49,136.5
141110,1819,2025-07-03,05:01:15,47,136.5
141111,1820,2025-07-03,05:01:24,46,136.5
141112,1821,2025-07-03,05:01:34,47,136.5
141113,1822,2025-07-03,05:01:44,46,136.5
141114,1823,2025-07-03,05:01:49,47,136.5
141115,1824,2025-07-03,05:01:54,48,136.5
141116,1825,2025-07-03,05:01:59,47,136.5
141117,1826,2025-07-03,05:02:14,46,136.5
141118,1827,2025-07-03,05:02:24,47,136.5
141119,1828,2025-07-03,05:02:34,53,136.5
141120,1829,2025-07-03,05:02:39,58,136.5
141121,1830,2025-07-03,05:02:44,59,136.5
141122,1831,2025-07-03,05:02:49,57,136.5
141123,1832,2025-07-03,05:02:54,53,136.5
141124,1833,2025-07-03,05:02:59,51,136.5
141125,1834,2025-07-03,05:03:04,50,136.5
141126,1835,2025-07-03,05:03:09,49,136.5
141127,1836,2025-07-03,05:03:14,47,136.5
141128,1837,2025-07-03,05:03:19,46,136.5
141129,1838,2025-07-03,05:03:34,46,136.5
141130,1839,2025-07-03,05:03:39,47,136.5
141131,1840,2025-07-03,05:03:44,54,136.5
141132,1841,2025-07-03,05:03:49,58,136.5
141133,1842,2025-07-03,05:03:54,55,136.5
141134,1843,2025-07-03,05:03:59,51,136.5
141135,1844,2025-07-03,05:04:04,49,136.5
141136,1845,2025-07-03,05:04:09,48,136.5
141137,1846,2025-07-03,05:04:14,47,136.5
141138,1847,2025-07-03,05:04:19,46,136.5
141139,1848,2025-07-03,05:04:34,46,136.5
141140,1849,2025-07-03,05:04:44,47,136.5
141141,1850,2025-07-03,05:04:49,48,136.5
141142,1851,2025-07-03,05:04:54,49,136.5
141143,1852,2025-07-03,05:04:59,47,136.5
141144,1853,2025-07-03,05:05:14,47,136.5
141145,1854,2025-07-03,05:05:29,47,136.5
141146,1855,2025-07-03,05:05:39,46,136.5
141147,1856,2025-07-03,05:05:49,47,136.5
141148,1857,2025-07-03,05:05:54,46,136.5
141149,1858,2025-07-03,05:06:09,46,136.5
141150,1859,2025-07-03,05:06:24,46,136.5
141151,1860,2025-07-03,05:06:39,46,136.5
141152,1861,2025-07-03,05:06:44,47,136.5
141153,1862,2025-07-03,05:06:59,47,136.5
141154,1863,2025-07-03,05:07:14,47,136.5
141155,1864,2025-07-03,05:07:29,47,136.5
141156,1865,2025-07-03,05:07:44,47,136.5
141157,1866,2025-07-03,05:07:59,47,136.5
141158,1867,2025-07-03,05:08:04,48,136.5
141159,1868,2025-07-03,05:08:19,47,136.5
141160,1869,2025-07-03,05:08:29,48,136.5
141161,1870,2025-07-03,05:08:44,47,136.5
141162,1871,2025-07-03,05:08:59,47,136.5
141163,1872,2025-07-03,05:09:14,47,136.5
141164,1873,2025-07-03,05:09:19,48,136.5
141165,1874,2025-07-03,05:09:25,48,136.5
141166,1875,2025-07-03,05:09:40,48,136.5
141167,1876,2025-07-03,05:09:50,47,136.5
141168,1877,2025-07-03,05:09:55,48,136.5
141169,1878,2025-07-03,05:10:00,47,136.5
141170,1879,2025-07-03,05:10:15,47,136.5
141171,1880,2025-07-03,05:10:30,47,136.5
141172,1881,2025-07-03,05:10:45,47,136.5
141173,1882,2025-07-03,05:10:50,48,136.5
141174,1883,2025-07-03,05:11:00,49,136.5
141175,1884,2025-07-03,05:11:05,48,136.5
141176,1885,2025-07-03,05:11:20,49,136.5
141177,1886,2025-07-03,05:11:25,48,136.5
141178,1887,2025-07-03,05:11:40,49,136.5
141179,1888,2025-07-03,05:11:45,48,136.5
141180,1889,2025-07-03,05:12:00,48,136.5
141181,1890,2025-07-03,05:12:10,47,136.5
141182,1891,2025-07-03,05:12:15,48,136.5
141183,1892,2025-07-03,05:12:30,48,136.5
141184,1893,2025-07-03,05:12:35,50,136.5
141185,1894,2025-07-03,05:12:40,51,136.5
141186,1895,2025-07-03,05:12:45,49,136.5
141187,1896,2025-07-03,05:12:50,48,136.5
141188,1897,2025-07-03,05:13:05,48,136.5
141189,1898,2025-07-03,05:13:20,48,136.5
141190,1899,2025-07-03,05:13:25,49,136.5
141191,1900,2025-07-03,05:13:35,50,136.5
141192,1901,2025-07-03,05:13:40,50,136.5
141193,1902,2025-07-03,05:13:45,48,136.5
141194,1903,2025-07-03,05:13:50,47,136.5
141195,1904,2025-07-03,05:14:05,48,136.5
141196,1905,2025-07-03,05:14:10,48,136.5
141197,1906,2025-07-03,05:14:15,51,136.5
141198,1907,2025-07-03,05:14:20,53,136.5
141199,1908,2025-07-03,05:14:25,49,136.5
141200,1909,2025-07-03,05:14:40,49,136.5
141201,1910,2025-07-03,05:14:45,48,136.5
141202,1911,2025-07-03,05:14:50,47,136.5
141203,1912,2025-07-03,05:15:05,47,136.5
141204,1913,2025-07-03,05:15:20,47,136.5
141205,1914,2025-07-03,05:15:30,48,136.5
141206,1915,2025-07-03,05:15:35,50,136.5
141207,1916,2025-07-03,05:15:40,51,136.5
141208,1917,2025-07-03,05:15:50,50,136.5
141209,1918,2025-07-03,05:15:55,49,136.5
141210,1919,2025-07-03,05:16:10,49,136.5
141211,1920,2025-07-03,05:16:15,48,136.5
141212,1921,2025-07-03,05:16:20,47,136.5
141213,1922,2025-07-03,05:16:35,48,136.5
141214,1923,2025-07-03,05:16:40,49,136.5
141215,1924,2025-07-03,05:16:45,48,136.5
141216,1925,2025-07-03,05:16:55,47,136.5
141217,1926,2025-07-03,05:17:10,47,136.5
141218,1927,2025-07-03,05:17:15,48,136.5
141219,1928,2025-07-03,05:17:21,48,136.5
141220,1929,2025-07-03,05:17:26,48,136.5
141221,1930,2025-07-03,05:17:31,48,136.5
141222,1931,2025-07-03,05:17:46,48,136.5
141223,1932,2025-07-03,05:17:56,49,136.5
141224,1933,2025-07-03,05:18:01,50,136.5
141225,1934,2025-07-03,05:18:16,50,136.5
141226,1935,2025-07-03,05:18:31,48,136.5
141227,1936,2025-07-03,05:18:41,48,136.5
141228,1937,2025-07-03,05:18:56,48,136.5
141229,1938,2025-07-03,05:19:01,49,136.5
141230,1939,2025-07-03,05:19:06,48,136.5
141231,1940,2025-07-03,05:19:21,48,136.5
141232,1941,2025-07-03,05:19:36,48,136.5
141233,1942,2025-07-03,05:19:46,50,136.5
141234,1943,2025-07-03,05:19:56,49,136.5
141235,1944,2025-07-03,05:20:06,48,136.5
141236,1945,2025-07-03,05:20:21,48,136.5
141237,1946,2025-07-03,05:20:36,48,136.5
141238,1947,2025-07-03,05:20:51,48,136.5
141239,1948,2025-07-03,05:21:01,50,136.5
141240,1949,2025-07-03,05:21:16,50,136.5
141241,1950,2025-07-03,05:21:23,51,136.5
141242,1951,2025-07-03,05:21:28,49,136.5
141243,1952,2025-07-03,05:21:33,48,136.5
141244,1953,2025-07-03,05:21:38,49,136.5
141245,1954,2025-07-03,05:21:43,50,136.5
141246,1955,2025-07-03,05:21:53,49,136.5
141247,1956,2025-07-03,05:21:58,48,136.5
141248,1957,2025-07-03,05:22:08,49,136.5
141249,1958,2025-07-03,05:22:13,48,136.5
141250,1959,2025-07-03,05:22:23,47,136.5
141251,1960,2025-07-03,05:22:33,48,136.5
141252,1961,2025-07-03,05:22:48,48,136.5
141253,1962,2025-07-03,05:22:58,49,136.5
141254,1963,2025-07-03,05:23:13,49,136.5
141255,1964,2025-07-03,05:23:28,49,136.5
141256,1965,2025-07-03,05:23:33,48,136.5
141257,1966,2025-07-03,05:23:48,49,136.5
141258,1967,2025-07-03,05:23:58,48,136.5
141259,1968,2025-07-03,05:24:08,49,136.5
141260,1969,2025-07-03,05:24:23,49,136.5
141261,1970,2025-07-03,05:24:38,49,136.5
141262,1971,2025-07-03,05:24:43,48,136.5
141263,1972,2025-07-03,05:24:48,49,136.5
141264,1973,2025-07-03,05:25:03,49,136.5
141265,1974,2025-07-03,05:25:18,48,136.5
141266,1975,2025-07-03,05:25:33,48,136.5
141267,1976,2025-07-03,05:25:38,49,136.5
141268,1977,2025-07-03,05:25:43,50,136.5
141269,1978,2025-07-03,05:25:53,51,136.5
141270,1979,2025-07-03,05:26:03,50,136.5
141271,1980,2025-07-03,05:26:08,49,136.5
141272,1981,2025-07-03,05:26:18,48,136.5
141273,1982,2025-07-03,05:26:28,49,136.5
141274,1983,2025-07-03,05:26:43,49,136.5
141275,1984,2025-07-03,05:26:53,49,136.5
141276,1985,2025-07-03,05:27:08,51,136.5
141277,1986,2025-07-03,05:27:13,68,136.5
141278,1987,2025-07-03,05:27:18,69,136.5
141279,1988,2025-07-03,05:27:23,66,136.5
141280,1989,2025-07-03,05:27:28,66,136.5
141281,1990,2025-07-03,05:27:33,61,136.5
141282,1991,2025-07-03,05:27:38,55,136.5
141283,1992,2025-07-03,05:27:43,51,136.5
141284,1993,2025-07-03,05:27:48,49,136.5
141285,1994,2025-07-03,05:27:58,48,136.5
141286,1995,2025-07-03,05:28:03,47,136.5
141287,1996,2025-07-03,05:28:18,47,136.5
141288,1997,2025-07-03,05:28:33,48,136.5
141289,1998,2025-07-03,05:28:48,48,136.5
141290,1999,2025-07-03,05:28:53,49,136.5
141291,2000,2025-07-03,05:29:03,50,136.5
141292,2001,2025-07-03,05:29:18,49,136.5
141293,2002,2025-07-03,05:29:23,49,136.5
141294,2003,2025-07-03,05:29:28,48,136.5
141295,2004,2025-07-03,05:29:43,49,136.5
141296,2005,2025-07-03,05:29:48,51,136.5
141297,2006,2025-07-03,05:30:03,50,136.5
141298,2007,2025-07-03,05:30:18,50,136.5
141299,2008,2025-07-03,05:30:23,51,136.5
141300,2009,2025-07-03,05:30:33,50,136.5
141301,2010,2025-07-03,05:30:38,49,136.5
141302,2011,2025-07-03,05:30:53,49,136.5
141303,2012,2025-07-03,05:30:58,50,136.5
141304,2013,2025-07-03,05:31:13,52,136.5
141305,2014,2025-07-03,05:31:18,54,136.5
141306,2015,2025-07-03,05:31:28,53,136.5
141307,2016,2025-07-03,05:31:33,52,136.5
141308,2017,2025-07-03,05:31:38,51,136.5
141309,2018,2025-07-03,05:31:48,50,136.5
141310,2019,2025-07-03,05:32:03,50,136.5
141311,2020,2025-07-03,05:32:08,53,136.5
141312,2021,2025-07-03,05:32:13,52,136.5
141313,2022,2025-07-03,05:32:28,52,136.5
141314,2023,2025-07-03,05:32:33,54,136.5
141315,2024,2025-07-03,05:32:48,54,136.5
141316,2025,2025-07-03,05:32:53,55,136.5
141317,2026,2025-07-03,05:32:58,57,136.5
141318,2027,2025-07-03,05:33:13,57,136.5
141319,2028,2025-07-03,05:33:15,56,136.5
141320,2029,2025-07-03,05:33:20,55,136.5
141321,2030,2025-07-03,05:33:25,54,136.5
141322,2031,2025-07-03,05:33:30,53,136.5
141323,2032,2025-07-03,05:33:45,53,136.5
141324,2033,2025-07-03,05:34:00,53,136.5
141325,2034,2025-07-03,05:34:15,54,136.5
141326,2035,2025-07-03,05:34:20,53,136.5
141327,2036,2025-07-03,05:34:30,54,136.5
141328,2037,2025-07-03,05:34:45,53,136.5
141329,2038,2025-07-03,05:34:50,54,136.5
141330,2039,2025-07-03,05:34:55,55,136.5
141331,2040,2025-07-03,05:35:00,54,136.5
141332,2041,2025-07-03,05:35:05,53,136.5
141333,2042,2025-07-03,05:35:10,52,136.5
141334,2043,2025-07-03,05:35:15,51,136.5
141335,2044,2025-07-03,05:35:30,51,136.5
141336,2045,2025-07-03,05:35:35,52,136.5
141337,2046,2025-07-03,05:35:45,53,136.5
141338,2047,2025-07-03,05:35:50,54,136.5
141339,2048,2025-07-03,05:35:55,53,136.5
141340,2049,2025-07-03,05:36:00,52,136.5
141341,2050,2025-07-03,05:36:10,53,136.5
141342,2051,2025-07-03,05:36:15,54,136.5
141343,2052,2025-07-03,05:36:25,53,136.5
141344,2053,2025-07-03,05:36:30,51,136.5
141345,2054,2025-07-03,05:36:35,50,136.5
141346,2055,2025-07-03,05:36:40,50,136.5
141347,2056,2025-07-03,05:36:55,50,136.5
141348,2057,2025-07-03,05:37:00,51,136.5
141349,2058,2025-07-03,05:37:15,52,136.5
141350,2059,2025-07-03,05:37:20,53,136.5
141351,2060,2025-07-03,05:37:30,52,136.5
141352,2061,2025-07-03,05:37:35,53,136.5
141353,2062,2025-07-03,05:37:45,53,136.5
141354,2063,2025-07-03,05:37:55,53,136.5
141355,2064,2025-07-03,05:38:10,53,136.5
141356,2065,2025-07-03,05:38:20,54,136.5
141357,2066,2025-07-03,05:38:25,55,136.5
141358,2067,2025-07-03,05:38:40,56,136.5
141359,2068,2025-07-03,05:38:55,55,136.5
141360,2069,2025-07-03,05:39:05,53,136.5
141361,2070,2025-07-03,05:39:15,54,136.5
141362,2071,2025-07-03,05:39:20,55,136.5
141363,2072,2025-07-03,05:39:30,54,136.5
141364,2073,2025-07-03,05:39:45,54,136.5
141365,2074,2025-07-03,05:40:00,54,136.5
141366,2075,2025-07-03,05:40:05,52,136.5
141367,2076,2025-07-03,05:40:10,50,136.5
141368,2077,2025-07-03,05:40:20,49,136.5
141369,2078,2025-07-03,05:40:30,50,136.5
141370,2079,2025-07-03,05:40:40,52,136.5
141371,2080,2025-07-03,05:40:45,54,136.5
141372,2081,2025-07-03,05:40:50,53,136.5
141373,2082,2025-07-03,05:40:55,53,136.5
141374,2083,2025-07-03,05:41:10,53,136.5
141375,2084,2025-07-03,05:41:15,52,136.5
141376,2085,2025-07-03,05:41:30,52,136.5
141377,2086,2025-07-03,05:41:40,53,136.5
141378,2087,2025-07-03,05:41:45,55,136.5
141379,2088,2025-07-03,05:41:50,54,136.5
141380,2089,2025-07-03,05:42:00,55,136.5
141381,2090,2025-07-03,05:42:05,56,136.5
141382,2091,2025-07-03,05:42:20,55,136.5
141383,2092,2025-07-03,05:42:25,54,136.5
141384,2093,2025-07-03,05:42:30,53,136.5
141385,2094,2025-07-03,05:42:45,53,136.5
141386,2095,2025-07-03,05:42:50,54,136.5
141387,2096,2025-07-03,05:42:55,58,136.5
141388,2097,2025-07-03,05:43:05,59,136.5
141389,2098,2025-07-03,05:43:10,61,136.5
141390,2099,2025-07-03,05:43:15,62,136.5
141391,2100,2025-07-03,05:43:25,63,136.5
141392,2101,2025-07-03,05:43:30,64,136.5
141393,2102,2025-07-03,05:43:35,61,136.5
141394,2103,2025-07-03,05:43:40,56,136.5
141395,2104,2025-07-03,05:43:45,55,136.5
141396,2105,2025-07-03,05:43:50,52,136.5
141397,2106,2025-07-03,05:43:55,50,136.5
141398,2107,2025-07-03,05:44:00,49,136.5
141399,2108,2025-07-03,05:44:15,49,136.5
141400,2109,2025-07-03,05:44:20,50,136.5
141401,2110,2025-07-03,05:44:25,52,136.5
141402,2111,2025-07-03,05:44:30,54,136.5
141403,2112,2025-07-03,05:44:35,53,136.5
141404,2113,2025-07-03,05:44:40,54,136.5
141405,2114,2025-07-03,05:44:45,53,136.5
141406,2115,2025-07-03,05:44:50,57,136.5
141407,2116,2025-07-03,05:44:55,63,136.5
141408,2117,2025-07-03,05:45:00,61,136.5
141409,2118,2025-07-03,05:45:05,55,136.5
141410,2119,2025-07-03,05:45:10,52,136.5
141411,2120,2025-07-03,05:45:15,51,136.5
141412,2121,2025-07-03,05:45:20,50,136.5
141413,2122,2025-07-03,05:45:35,49,136.5
141414,2123,2025-07-03,05:45:45,48,136.5
141415,2124,2025-07-03,05:46:00,49,136.5
141416,2125,2025-07-03,05:46:15,50,136.5
141417,2126,2025-07-03,05:46:30,51,136.5
141418,2127,2025-07-03,05:46:35,52,136.5
141419,2128,2025-07-03,05:46:45,51,136.5
141420,2129,2025-07-03,05:46:50,52,136.5
141421,2130,2025-07-03,05:47:00,54,136.5
141422,2131,2025-07-03,05:47:05,53,136.5
141423,2132,2025-07-03,05:47:10,51,136.5
141424,2133,2025-07-03,05:47:15,50,136.5
141425,2134,2025-07-03,05:47:25,49,136.5
141426,2135,2025-07-03,05:47:40,49,136.5
141427,2136,2025-07-03,05:47:45,50,136.5
141428,2137,2025-07-03,05:47:55,51,136.5
141429,2138,2025-07-03,05:48:10,52,136.5
141430,2139,2025-07-03,05:48:15,53,136.5
141431,2140,2025-07-03,05:48:20,54,136.5
141432,2141,2025-07-03,05:48:25,52,136.5
141433,2142,2025-07-03,05:48:30,51,136.5
141434,2143,2025-07-03,05:48:40,50,136.5
141435,2144,2025-07-03,05:48:45,49,136.5
141436,2145,2025-07-03,05:49:00,49,136.5
141437,2146,2025-07-03,05:49:10,51,136.5
141438,2147,2025-07-03,05:49:15,49,136.5
141439,2148,2025-07-03,05:49:20,48,136.5
141440,2149,2025-07-03,05:49:35,48,136.5
141441,2150,2025-07-03,05:49:45,49,136.5
141442,2151,2025-07-03,05:49:55,50,136.5
141443,2152,2025-07-03,05:50:00,49,136.5
141444,2153,2025-07-03,05:50:05,48,136.5
141445,2154,2025-07-03,05:50:15,50,136.5
141446,2155,2025-07-03,05:50:20,52,136.5
141447,2156,2025-07-03,05:50:35,52,136.5
141448,2157,2025-07-03,05:50:40,50,136.5
141449,2158,2025-07-03,05:50:50,51,136.5
141450,2159,2025-07-03,05:50:55,52,136.5
141451,2160,2025-07-03,05:51:00,51,136.5
141452,2161,2025-07-03,05:51:09,51,136.5
141453,2162,2025-07-03,05:51:14,52,136.5
141454,2163,2025-07-03,05:51:29,51,136.5
141455,2164,2025-07-03,05:51:44,51,136.5
141456,2165,2025-07-03,05:51:59,51,136.5
141457,2166,2025-07-03,05:52:09,49,136.5
141458,2167,2025-07-03,05:52:24,49,136.5
141459,2168,2025-07-03,05:52:29,50,136.5
141460,2169,2025-07-03,05:52:34,49,136.5
141461,2170,2025-07-03,05:52:44,50,136.5
141462,2171,2025-07-03,05:52:49,51,136.5
141463,2172,2025-07-03,05:52:54,50,136.5
141464,2173,2025-07-03,05:53:09,49,136.5
141465,2174,2025-07-03,05:53:14,48,136.5
141466,2175,2025-07-03,05:53:29,47,136.5
141467,2176,2025-07-03,05:53:44,47,136.5
141468,2177,2025-07-03,05:53:49,49,136.5
141469,2178,2025-07-03,05:53:54,51,136.5
141470,2179,2025-07-03,05:54:04,50,136.5
141471,2180,2025-07-03,05:54:19,49,136.5
141472,2181,2025-07-03,05:54:29,51,136.5
141473,2182,2025-07-03,05:54:44,51,136.5
141474,2183,2025-07-03,05:54:59,51,136.5
141475,2184,2025-07-03,05:55:09,51,136.5
141476,2185,2025-07-03,05:55:14,50,136.5
141477,2186,2025-07-03,05:55:29,50,136.5
141478,2187,2025-07-03,05:55:30,49,136.5
141479,2188,2025-07-03,05:55:35,50,136.5
141480,2189,2025-07-03,05:55:40,51,136.5
141481,2190,2025-07-03,05:55:50,53,136.5
141482,2191,2025-07-03,05:55:55,53,136.5
141483,2192,2025-07-03,05:56:00,52,136.5
141484,2193,2025-07-03,05:56:05,50,136.5
141485,2194,2025-07-03,05:56:10,48,136.5
141486,2195,2025-07-03,05:56:25,48,136.5
141487,2196,2025-07-03,05:56:40,48,136.5
141488,2197,2025-07-03,05:56:55,49,136.5
141489,2198,2025-07-03,05:57:10,50,136.5
141490,2199,2025-07-03,05:57:25,50,136.5
141491,2200,2025-07-03,05:57:35,51,136.5
141492,2201,2025-07-03,05:57:40,50,136.5
141493,2202,2025-07-03,05:57:45,51,136.5
141494,2203,2025-07-03,05:57:55,50,136.5
141495,2204,2025-07-03,05:58:00,49,136.5
141496,2205,2025-07-03,05:58:15,48,136.5
141497,2206,2025-07-03,05:58:30,48,136.5
141498,2207,2025-07-03,05:58:45,49,136.5
141499,2208,2025-07-03,05:58:55,53,136.5
141500,2209,2025-07-03,05:59:00,59,136.5
141501,2210,2025-07-03,05:59:05,60,136.5
141502,2211,2025-07-03,05:59:15,56,136.5
141503,2212,2025-07-03,05:59:20,51,136.5
141504,2213,2025-07-03,05:59:25,49,136.5
141505,2214,2025-07-03,05:59:30,48,136.5
141506,2215,2025-07-03,05:59:40,47,136.5
141507,2216,2025-07-03,05:59:50,46,136.5
141508,2217,2025-07-03,05:59:55,47,136.5
141509,2218,2025-07-03,06:00:10,47,136.5
141510,2219,2025-07-03,06:00:15,48,136.5
141511,2220,2025-07-03,06:00:30,50,136.5
141512,2221,2025-07-03,06:00:35,49,136.5
141513,2222,2025-07-03,06:00:40,48,136.5
141514,2223,2025-07-03,06:00:45,47,136.5
141515,2224,2025-07-03,06:01:00,47,136.5
141516,2225,2025-07-03,06:01:15,47,136.5
141517,2226,2025-07-03,06:01:25,48,136.5
141518,2227,2025-07-03,06:01:30,47,136.5
141519,2228,2025-07-03,06:01:35,48,136.5
141520,2229,2025-07-03,06:01:45,49,136.5
141521,2230,2025-07-03,06:02:00,48,136.5
141522,2231,2025-07-03,06:02:15,47,136.5
141523,2232,2025-07-03,06:02:20,48,136.5
141524,2233,2025-07-03,06:02:35,47,136.5
141525,2234,2025-07-03,06:02:45,48,136.5
141526,2235,2025-07-03,06:03:00,49,136.5
141527,2236,2025-07-03,06:03:05,48,136.5
141528,2237,2025-07-03,06:03:20,48,136.5
141529,2238,2025-07-03,06:03:35,49,136.5
141530,2239,2025-07-03,06:03:40,48,136.5
141531,2240,2025-07-03,06:03:55,48,136.5
141532,2241,2025-07-03,06:04:00,49,136.5
141533,2242,2025-07-03,06:04:15,49,136.5
141534,2243,2025-07-03,06:04:30,50,136.5
141535,2244,2025-07-03,06:04:35,51,136.5
141536,2245,2025-07-03,06:04:40,50,136.5
141537,2246,2025-07-03,06:04:50,49,136.5
141538,2247,2025-07-03,06:04:55,48,136.5
141539,2248,2025-07-03,06:05:10,48,136.5
141540,2249,2025-07-03,06:05:25,49,136.5
141541,2250,2025-07-03,06:05:40,48,136.5
141542,2251,2025-07-03,06:05:50,49,136.5
141543,2252,2025-07-03,06:06:00,50,136.5
141544,2253,2025-07-03,06:06:05,51,136.5
141545,2254,2025-07-03,06:06:10,49,136.5
141546,2255,2025-07-03,06:06:25,49,136.5
141547,2256,2025-07-03,06:06:40,49,136.5
141548,2257,2025-07-03,06:06:55,49,136.5
141549,2258,2025-07-03,06:07:10,49,136.5
141550,2259,2025-07-03,06:07:15,49,136.5
141551,2260,2025-07-03,06:07:25,52,136.5
141552,2261,2025-07-03,06:07:30,55,136.5
